,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Location
166434,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A1,66,Thursday,10,Part Two,W CEDAR ST,"(42.35978577, -71.07010238)"
166471,3205,License Plate Related Incidents,M/V PLATES - LOST,E18,492,Tuesday,17,Part Three,HUNTINGTON AVE,"(42.26560754, -71.11608448)"
166514,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C11,361,Tuesday,0,Part Two,CENTRE ST,"(42.29176926, -71.06645220)"
166522,2629,Harassment,HARASSMENT,B3, ,Tuesday,17,Part Two,DEERING RD,"(0.00000000, 0.00000000)"
166533,3201,Property Lost,PROPERTY - LOST,A1,116,Sunday,12,Part Three,TYLER ST,"(42.35090060, -71.06068690)"
166550,3201,Property Lost,PROPERTY - LOST,D4,162,Sunday,10,Part Three,WASHINGTON ST,"(42.34432514, -71.06571148)"
166552,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B2,301,Monday,12,Part Two,CENTRE ST,"(42.32646078, -71.09640535)"
166564,3201,Property Lost,PROPERTY - LOST,C11,402,Saturday,14,Part Three,DORCHESTER AVE,"(42.28526024, -71.06444063)"
166567,3201,Property Lost,PROPERTY - LOST,E18,478,Wednesday,11,Part Three,WOOD AVE,"(42.27127997, -71.11028729)"
166595,1109,Fraud,FRAUD - WIRE,D4,621,Thursday,12,Part Two,MARLBOROUGH ST,"(42.34997016, -71.08939772)"
166688,619,Larceny,LARCENY ALL OTHERS,B3,436,Tuesday,17,Part One,WENTWORTH ST,"(42.28757867, -71.07527310)"
166703,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,E5,662,Monday,11,Part Two,PRIMROSE ST,"(42.29076521, -71.13021098)"
166707,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,E5,662,Monday,11,Part Two,PRIMROSE ST,"(42.29076521, -71.13021098)"
166724,3201,Property Lost,PROPERTY - LOST,C6,204,Thursday,7,Part Three,CHANNEL CENTER ST,"(42.34556623, -71.05151508)"
166727,617,Larceny,LARCENY THEFT FROM BUILDING,B2,611,Saturday,14,Part One,FENWOOD RD,"(42.33412788, -71.10613298)"
167134,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,D14,780,Tuesday,18,Part Three,GLENCOE ST,"(42.35519441, -71.14786584)"
167144,617,Larceny,LARCENY THEFT FROM BUILDING,D4,179,Tuesday,21,Part One,MASSACHUSETTS AVE,"(42.33311189, -71.07276370)"
167146,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,128,Monday,9,Part One,CORTES ST,"(42.34827698, -71.07038932)"
167169,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,390,Wednesday,15,Part Two,GALLIVAN BLVD,"(42.28240903, -71.05738428)"
167175,724,Auto Theft,AUTO THEFT,D4,162,Wednesday,16,Part One,HARRISON AVE,"(42.34493428, -71.06366374)"
167176,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,162,Wednesday,16,Other,HARRISON AVE,"(42.34493428, -71.06366374)"
167186,617,Larceny,LARCENY THEFT FROM BUILDING,D4,625,Friday,15,Part One,PARK DR,"(42.34241506, -71.09521114)"
167190,617,Larceny,LARCENY THEFT FROM BUILDING,C6,177,Monday,14,Part One,MASSACHUSETTS AVE,"(42.33152148, -71.07085307)"
167200,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A7,25,Friday,10,Part Two,PUTNAM ST,"(42.38093483, -71.03342368)"
167201,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A1,85,Friday,12,Part Two,N WASHINGTON ST,"(42.36478627, -71.05825825)"
167231,3110,Police Service Incidents,SERVICE TO OTHER PD OUTSIDE OF MA.,E5,672,Thursday,9,Part Three,SEVENTH AVE,"(0.00000000, 0.00000000)"
167232,1107,Fraud,FRAUD - IMPERSONATION,E5,672,Thursday,9,Part Two,SEVENTH AVE,"(0.00000000, 0.00000000)"
167236,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A1,61,Saturday,22,Part Two,LEGENDS WAY,"(42.36643546, -71.06135413)"
167237,3201,Property Lost,PROPERTY - LOST,A1,61,Saturday,22,Part Three,LEGENDS WAY,"(42.36643546, -71.06135413)"
167254,3115,Investigate Person,INVESTIGATE PERSON,A1,92,Thursday,23,Part Three,CITY HALL PLZ,"(42.35972137, -71.05852360)"
167258,3201,Property Lost,PROPERTY - LOST,E18,519,Friday,8,Part Three,LINCOLN ST,"(42.25951765, -71.12156299)"
167281,301,Robbery,ROBBERY - STREET,D14,784,Monday,8,Part One,COMMONWEALTH AVE,"(42.34868258, -71.14038291)"
167282,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,784,Monday,8,Part One,COMMONWEALTH AVE,"(42.34868258, -71.14038291)"
167292,3201,Property Lost,PROPERTY - LOST,B2,325,Saturday,6,Part Three,WOODCLIFF ST,"(42.31610241, -71.07756199)"
167317,619,Larceny,LARCENY ALL OTHERS,B2,330,Sunday,23,Part One,NORMANDY ST,"(42.30418986, -71.08377110)"
167318,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B2,330,Sunday,23,Part Two,NORMANDY ST,"(42.30418986, -71.08377110)"
167340,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B3,421,Sunday,0,Part Two,WOODDALE AVE,"(42.27613130, -71.08765351)"
167355,619,Larceny,LARCENY ALL OTHERS,B2,261,Sunday,12,Part One,BROOK AVE,"(42.32047753, -71.07273673)"
167381,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,782,Friday,18,Part One,DUSTIN ST,"(42.35313164, -71.14517339)"
167419,1402,Vandalism,VANDALISM,D4,591,Tuesday,8,Part Two,IPSWICH ST,"(42.34750972, -71.09011373)"
167423,617,Larceny,LARCENY THEFT FROM BUILDING,D14,799,Tuesday,12,Part One,GARDNER ST,"(42.35358822, -71.12689571)"
167426,3114,Investigate Property,INVESTIGATE PROPERTY,C11,244,Sunday,13,Part Three,PLEASANT ST,"(42.31609411, -71.05958957)"
167432,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,287,Thursday,4,Part One,SHAWMUT AVE,"(42.33192532, -71.08411222)"
167434,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,B2,588,Wednesday,13,Part Three,TREMONT ST,"(42.33167475, -71.09640092)"
167441,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,21,Monday,8,Part One,CHELSEA ST,"(42.37371864, -71.03433390)"
167444,3115,Investigate Person,INVESTIGATE PERSON,B3,476,Monday,8,Part Three,BLUE HILL AVE,"(42.26994732, -71.09380308)"
167463,3114,Investigate Property,INVESTIGATE PROPERTY,A1,75,Wednesday,0,Part Three,FRIEND ST,"(42.36439256, -71.06093185)"
167485,3201,Property Lost,PROPERTY - LOST,D14,805,Wednesday,12,Part Three,BRONSDON ST,"(42.35956710, -71.14381199)"
167497,3114,Investigate Property,INVESTIGATE PROPERTY,B3,459,Saturday,0,Part Three,GLENARM ST,"(42.30367519, -71.08102637)"
167498,617,Larceny,LARCENY THEFT FROM BUILDING,D4,625,Saturday,16,Part One,PETERBOROUGH ST,"(42.34402604, -71.09615503)"
167526,1402,Vandalism,VANDALISM,A15,41,Tuesday,16,Part Two,VINE ST,"(42.37663167, -71.05593196)"
167528,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,C11,244,Thursday,8,Part Three,TAFT ST,"(42.31730290, -71.05793388)"
167536,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,359,Saturday,12,Part Three,WASHINGTON ST,"(42.29360585, -71.07188650)"
167615,3115,Investigate Person,INVESTIGATE PERSON,B2,315,Tuesday,15,Part Three,WAUMBECK ST,"(42.31401290, -71.08635277)"
167637,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,340,Tuesday,18,Part Three,DRAPER ST,"(42.30540715, -71.06547135)"
167639,3501,Missing Person Reported,MISSING PERSON,C11,340,Monday,6,Part Three,POTOSI ST,"(42.30685410, -71.06469209)"
167644,1001,Counterfeiting,FORGERY / COUNTERFEITING,B2,314,Monday,13,Part Two,HOWLAND ST,"(42.31444840, -71.08993418)"
167677,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,823,Tuesday,0,Part Two,CUSHING AVE,"(42.31290014, -71.06131063)"
167683,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,308,Tuesday,15,Part One,HAROLD ST,"(42.31944532, -71.08780767)"
167684,3125,Warrant Arrests,WARRANT ARREST,B2,308,Tuesday,15,Part Three,HAROLD ST,"(42.31944532, -71.08780767)"
167702,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,420,Tuesday,23,Part Three,LORNA RD,"(42.27663372, -71.08527294)"
167712,619,Larceny,LARCENY ALL OTHERS,D4,153,Tuesday,14,Part One,W NEWTON ST,"(42.34225888, -71.07749696)"
167713,3102,Other,INVESTIGATION FOR ANOTHER AGENCY,D4,156,Wednesday,23,Part Three,MASSACHUSETTS AVE,"(42.33828866, -71.07908476)"
167714,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4,156,Wednesday,23,Part Two,MASSACHUSETTS AVE,"(42.33828866, -71.07908476)"
167721,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E13,655,Monday,13,Part Two,SLOCUM RD,"(42.30834096, -71.12580843)"
167723,2647,Other,THREATS TO DO BODILY HARM,B2,281,Saturday,13,Part Two,MOUNT PLEASANT AVE,"(42.32819458, -71.07933430)"
167735,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,183,Tuesday,16,Part Three,LEYLAND ST,"(42.32066147, -71.07067867)"
167740,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,17,Tuesday,17,Part Three,CHELSEA ST,"(42.37977166, -71.02730041)"
167741,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,66,Monday,17,Part Three,PHILLIPS ST,"(42.36027810, -71.06899805)"
167758,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,345,Tuesday,20,Part Two,DRAPER ST,"(42.30246937, -71.06376578)"
167763,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C6,232,Tuesday,9,Part Two,O ST,"(42.33268721, -71.02913925)"
167766,2629,Harassment,HARASSMENT,E13,635,Tuesday,7,Part Two,CENTRE ST,"(42.31817181, -71.11257832)"
167767,2005,Offenses Against Child / Family,CHILD ENDANGERMENT,A7,25,Saturday,0,Part Two,W EAGLE ST,"(42.38135785, -71.03768163)"
167777,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,E13,577,Saturday,8,Part One,AMORY ST,"(42.31715858, -71.10246880)"
167780,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,75,Friday,1,Part Two,FRIEND ST,"(42.36439256, -71.06093185)"
167788,3125,Warrant Arrests,WARRANT ARREST,B3,427,Tuesday,10,Part Three,BLUE HILL AVE,"(42.28048456, -71.09256731)"
167789,2647,Other,THREATS TO DO BODILY HARM,B3,427,Tuesday,10,Part Two,BLUE HILL AVE,"(42.28048456, -71.09256731)"
167791,724,Auto Theft,AUTO THEFT,C6,232,Tuesday,19,Part One,COLUMBIA RD,"(42.33213373, -71.02836821)"
167792,3202,Property Found,PROPERTY - LOST THEN LOCATED,C6,232,Tuesday,19,Part Three,COLUMBIA RD,"(42.33213373, -71.02836821)"
167800,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,767,Tuesday,14,Part Three,SOLDIERS FIELD RD,"(42.35934409, -71.15389780)"
167802,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,516,Tuesday,0,Part Three,WILLIAMS AVE,"(42.24831869, -71.11676234)"
167826,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,170,Tuesday,23,Part Two,HARRISON AVE,"(42.33500700, -71.07506700)"
167827,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,781,Tuesday,19,Part One,DUSTIN ST,"(42.35461588, -71.14434075)"
167828,724,Auto Theft,AUTO THEFT,E13,307,Tuesday,10,Part One,WALNUT PARK,"(0.00000000, 0.00000000)"
167829,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,586,Tuesday,23,Part Three,ALLEGHANY ST,"(42.33056977, -71.09959089)"
167830,3111,License Violation,LICENSE PREMISE VIOLATION,C6,194,Tuesday,23,Part Three,DORCHESTER AVE,"(42.33063626, -71.05696207)"
167831,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,320,Tuesday,22,Part Three,WARREN ST,"(42.31011153, -71.08298990)"
167832,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,306,Tuesday,22,Part Three,DIMOCK ST,"(42.31882100, -71.09530034)"
167833,3115,Investigate Person,INVESTIGATE PERSON,B3,444,Tuesday,22,Part Three,BICKNELL ST,"(42.29746606, -71.08274310)"
167834,3410,Towed,TOWED MOTOR VEHICLE,D14,802,Tuesday,22,Part Three,HARVARD TER,"(42.35398560, -71.13291937)"
167835,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,492,Tuesday,23,Part Three,HUNTINGTON AVE,"(42.26457525, -71.11549374)"
167836,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,D14,802,Tuesday,22,Part Three,CAMBRIDGE ST,"(42.35515405, -71.13363463)"
167837,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY †DAMAGE,E18,492,Tuesday,22,Part Three,METROPOLITAN AVE,"(42.26660696, -71.11827610)"
167839,2647,Other,THREATS TO DO BODILY HARM,B2,291,Tuesday,22,Part Two,ROXBURY ST,"(42.33019207, -71.09355705)"
167840,3115,Investigate Person,INVESTIGATE PERSON,A15,900,Tuesday,22,Part Three,O'MEARA CT,"(42.37836895, -71.05871896)"
167841,3410,Towed,TOWED MOTOR VEHICLE,C6,227,Tuesday,21,Part Three,E FOURTH ST,"(42.33479672, -71.03248640)"
167842,3301,Verbal Disputes,VERBAL DISPUTE,E18,498,Tuesday,21,Part Three,NAVARRE ST,"(42.27458078, -71.11766502)"
167843,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,437,Tuesday,20,Part One,WHITFIELD ST,"(42.29004670, -71.07330004)"
167844,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,E18,479,Tuesday,21,Part Three,CUMMINS HWY,"(42.27135082, -71.10504142)"
167845,3301,Verbal Disputes,VERBAL DISPUTE,B3,420,Tuesday,20,Part Three,MORTON ST,"(42.28028398, -71.08235497)"
167848,3301,Verbal Disputes,VERBAL DISPUTE,D4,285,Tuesday,19,Part Three,TREMONT ST,"(42.33640891, -71.08565039)"
167849,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,135,Monday,2,Part One,MARLBOROUGH ST,"(42.35196813, -71.08200943)"
167850,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,179,Tuesday,18,Part Three,MASSACHUSETTS AVE,"(42.33311189, -71.07276370)"
167851,3114,Investigate Property,INVESTIGATE PROPERTY,C11,257,Tuesday,21,Part Three,SCHROEDER PLZ,"(42.33367922, -71.09187755)"
167853,619,Larceny,LARCENY ALL OTHERS,A15,900,Tuesday,20,Part One,WALFORD WAY,"(42.37807304, -71.05457377)"
167854,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,349,Monday,16,Part One,DORCHESTER AVE,"(42.30254239, -71.05956690)"
167855,724,Auto Theft,AUTO THEFT,C11,349,Monday,16,Part One,DORCHESTER AVE,"(42.30254239, -71.05956690)"
167856,3114,Investigate Property,INVESTIGATE PROPERTY,D14,768,Monday,23,Part Three,GOODENOUGH ST,"(42.35706642, -71.15388449)"
167857,3410,Towed,TOWED MOTOR VEHICLE,D14,768,Monday,23,Part Three,GOODENOUGH ST,"(42.35706642, -71.15388449)"
167858,3301,Verbal Disputes,VERBAL DISPUTE,C11,396,Tuesday,20,Part Three,SANTUIT ST,"(42.29042439, -71.06380740)"
167859,3410,Towed,TOWED MOTOR VEHICLE,E13,650,Tuesday,19,Part Three,ARBORWAY,"(42.30626805, -71.11928687)"
167860,617,Larceny,LARCENY THEFT FROM BUILDING,C11,367,Tuesday,20,Part One,ADAMS ST,"(42.28923980, -71.05574918)"
167861,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,213,Tuesday,20,Part Three,DORCHESTER ST,"(42.33560666, -71.04526922)"
167862,1402,Vandalism,VANDALISM,E13,642,Tuesday,19,Part Two,CENTRE ST,"(42.31265126, -71.11414509)"
167863,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,B3,420,Tuesday,19,Part Three,STOW RD,"(42.27783658, -71.08320362)"
167864,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY †DAMAGE,C6,174,Tuesday,19,Part Three,FOODMART RD,"(42.33601255, -71.06247708)"
167865,617,Larceny,LARCENY THEFT FROM BUILDING,B2,330,Tuesday,14,Part One,WASHINGTON ST,"(42.30649283, -71.08180677)"
167867,3115,Investigate Person,INVESTIGATE PERSON,E5,724,Tuesday,19,Part Three,VFW PKWY,"(42.26932098, -71.17204938)"
167868,3410,Towed,TOWED MOTOR VEHICLE,C6,187,Tuesday,19,Part Three,BELLFLOWER ST,"(42.32445145, -71.05810680)"
167869,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,85,Tuesday,19,Part Two,COOPER ST,"(42.36440547, -71.05586180)"
167870,3115,Investigate Person,INVESTIGATE PERSON,C11,338,Tuesday,18,Part Three,NAVILLUS TER,"(42.30998781, -71.06213111)"
167871,613,Larceny,LARCENY SHOPLIFTING,B2,284,Tuesday,18,Part One,WARREN ST,"(42.31696650, -71.08254058)"
167872,3114,Investigate Property,INVESTIGATE PROPERTY,E18,495,Tuesday,19,Part Three,PROVIDENCE ST,"(42.26512321, -71.12271428)"
167873,619,Larceny,LARCENY ALL OTHERS,C6,196,Tuesday,18,Part One,D ST,"(42.33434331, -71.05615623)"
167874,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A15,47,Tuesday,19,Part Two,MEDFORD ST,"(42.38296500, -71.06676977)"
167875,3130,Search Warrants,SEARCH WARRANT,E18,518,Tuesday,14,Part Three,GARFIELD AVE,"(42.24361883, -71.11989255)"
167876,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C11,367,Tuesday,19,Part Two,HANCOCK ST,"(42.31043400, -71.06134010)"
167877,2629,Harassment,HARASSMENT,B2,309,Tuesday,17,Part Two,MARTIN LUTHER KING JR BLV,"(42.31860134, -71.08405792)"
167878,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,267,Friday,22,Part One,FOREST ST,"(42.32555890, -71.07600982)"
167879,3301,Verbal Disputes,VERBAL DISPUTE,B2,298,Tuesday,17,Part Three,ROCKLAND ST,"(42.32281352, -71.08685352)"
167880,2647,Other,THREATS TO DO BODILY HARM,D14,807,Tuesday,10,Part Two,ANTWERP ST,"(42.36105643, -71.13910599)"
167881,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,586,Tuesday,17,Part Three,HILLSIDE ST,"(42.33013124, -71.10138008)"
167882,617,Larceny,LARCENY THEFT FROM BUILDING,C6,202,Tuesday,19,Part One,D ST,"(42.34042575, -71.04894028)"
167883,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E5,706,Tuesday,18,Part Two,WASHINGTON ST,"(42.27096440, -71.14625121)"
167886,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,177,Tuesday,19,Part Two,MASSACHUSETTS AVE,"(42.33152148, -71.07085307)"
167887,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,177,Tuesday,19,Part Two,MASSACHUSETTS AVE,"(42.33152148, -71.07085307)"
167888,3125,Warrant Arrests,WARRANT ARREST,C6,177,Tuesday,19,Part Three,MASSACHUSETTS AVE,"(42.33152148, -71.07085307)"
167889,3301,Verbal Disputes,VERBAL DISPUTE,C11,366,Tuesday,17,Part Three,MONSIGNOR PATRICK J. LYDO,"(42.28866198, -71.06130524)"
167890,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",E18,957,Tuesday,18,Part Two,CANTERBURY ST,"(42.27854931, -71.12103373)"
167891,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,427,Tuesday,17,Part Three,BLUE HILL AVE,"(42.27470119, -71.09344053)"
167892,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,627,Tuesday,17,Part Three,BOYLSTON ST,"(42.34442266, -71.09833083)"
167893,619,Larceny,LARCENY ALL OTHERS,D4,620,Tuesday,17,Part One,BOYLSTON ST,"(42.34710196, -71.08841746)"
167894,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E18,554,Tuesday,14,Part Two,DALE ST,"(42.27221082, -71.12441437)"
167896,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,329,Tuesday,17,Part Three,DEVON ST,"(42.30927790, -71.07868791)"
167897,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,465,Tuesday,18,Part Two,BLUE HILL AVE,"(42.28482577, -71.09137369)"
167898,1874,Drug Violation,DRUGS - OTHER,C11,367,Tuesday,18,Part Two,HANCOCK ST,"(42.31043400, -71.06134010)"
167899,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E18,494,Tuesday,11,Part One,WEST ST,"(42.25987233, -71.11936085)"
167900,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B2,605,Tuesday,13,Part Two,HILLSIDE ST,"(42.33164159, -71.10760789)"
167901,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,565,Monday,22,Part Three,OSPREY WAY,"(42.29203320, -71.09399300)"
167903,619,Larceny,LARCENY ALL OTHERS,B2,328,Tuesday,16,Part One,COLUMBIA RD,"(42.30918536, -71.07396750)"
167904,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14,790,Tuesday,16,Part Three,ENGLEWOOD AVE,"(42.33802386, -71.14747609)"
167907,3115,Investigate Person,INVESTIGATE PERSON,B2,331,Tuesday,16,Part Three,SAYWARD ST,"(42.31397948, -71.06866580)"
167908,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,259,Tuesday,17,Part Two,QUINCY ST,"(42.31210601, -71.07256779)"
167909,617,Larceny,LARCENY THEFT FROM BUILDING,D14,773,Monday,23,Part One,RADNOR RD,"(42.34054124, -71.15776130)"
167910,3502,Missing Person Located,MISSING PERSON - LOCATED,C11,334,Thursday,3,Part Three,DOWNER CT,"(42.30985924, -71.06433641)"
167911,3501,Missing Person Reported,MISSING PERSON,C11,334,Thursday,3,Part Three,DOWNER CT,"(42.30985924, -71.06433641)"
167912,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,397,Tuesday,15,Other,WAINWRIGHT ST,"(42.28961864, -71.06667485)"
167913,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,915,Tuesday,17,Part Three,OLD COLONY AVE,"(42.32986242, -71.05257205)"
167914,423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,158,Tuesday,16,Part One,W BROOKLINE ST,"(42.34086390, -71.07399726)"
167915,617,Larceny,LARCENY THEFT FROM BUILDING,E18,784,Tuesday,17,Part One,WARREN ST,"(42.34988575, -71.14522971)"
167916,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,284,Tuesday,16,Part Three,WARREN ST,"(42.31696650, -71.08254058)"
167917,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A1,99,Tuesday,17,Part Three,EXCHANGE PL,"(42.35826481, -71.05557585)"
167918,619,Larceny,LARCENY ALL OTHERS,C11,363,Tuesday,16,Part One,CLEMATIS ST,"(42.29353270, -71.06068427)"
167919,3301,Verbal Disputes,VERBAL DISPUTE,C11,363,Tuesday,16,Part Three,CLEMATIS ST,"(42.29353270, -71.06068427)"
167920,3115,Investigate Person,INVESTIGATE PERSON,B3,456,Tuesday,16,Part Three,FOWLER ST,"(42.30085931, -71.08128808)"
167921,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B2,325,Tuesday,17,Part Two,DACIA ST,"(42.31484522, -71.07738943)"
167922,613,Larceny,LARCENY SHOPLIFTING,A1,105,Tuesday,15,Part One,FRANKLIN ST,"(42.35555882, -71.05849336)"
167923,613,Larceny,LARCENY SHOPLIFTING,D4,134,Tuesday,16,Part One,NEWBURY ST,"(42.35118005, -71.07666607)"
167924,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,191,Tuesday,17,Part Three,BLUE HILL AVE,"(0.00000000, 0.00000000)"
167925,617,Larceny,LARCENY THEFT FROM BUILDING,A1,111,Tuesday,16,Part One,WINTER ST,"(42.35554806, -71.06073140)"
167926,617,Larceny,LARCENY THEFT FROM BUILDING,D14,750,Tuesday,9,Part One,GLENMONT RD,"(42.34588967, -71.16023257)"
167927,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C11,257,Tuesday,0,Part Two,HANCOCK ST,"(42.31043400, -71.06134010)"
167928,2629,Harassment,HARASSMENT,C6,177,Tuesday,16,Part Two,NEW SUDBURY ST,"(42.36183857, -71.05976489)"
167929,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,716,Tuesday,16,Part Three,BAKER ST,"(42.27145702, -71.16286273)"
167930,619,Larceny,LARCENY ALL OTHERS,B3,472,Monday,14,Part One,WOODHAVEN ST,"(42.27282972, -71.09560402)"
167931,613,Larceny,LARCENY SHOPLIFTING,D4,134,Tuesday,14,Part One,NEWBURY ST,"(42.35237073, -71.07227173)"
167932,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,645,Tuesday,16,Part Three,CENTRE ST,"(42.31127465, -71.11448366)"
167933,3301,Verbal Disputes,VERBAL DISPUTE,B3,446,Tuesday,15,Part Three,ATHELWOLD ST,"(42.29589803, -71.07793157)"
167934,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,179,Monday,21,Part Three,MASSACHUSETTS AVE,"(42.33311189, -71.07276370)"
